Annee_Modele,Kilometrage,Marque,Modele,Puissance_fiscale,Type,TypeDeCarburant,prix
2017,60 000 - 64 999,Audi,A5,8 CV,oulfa,Diesel,"(395000.0,)"
hay_el_fath,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(nan,)"
2010,90 000 - 94 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,"(73000.0,)"
2015,70 000 - 74 999,Renault,Clio,5 CV,hay_qods,Diesel,"(nan,)"
1983,20 000 - 24 999,Peugeot,504,8 CV,"Voitures, Offre",Diesel,"(40000.0,)"
2013,100 000 - 109 999,Land Rover,Range Rover Evoque,8 CV,"Voitures, Offre",Diesel,"(260000.0,)"
2011,200 000 - 249 999,Dacia,Logan,6 CV,narjis,Diesel,"(65000.0,)"
2011,170 000 - 179 999,Volkswagen,Polo,hay_qods,"Voitures, Offre",Diesel,"(nan,)"
1989,120 000 - 129 999,Peugeot,205,7 CV,"Voitures, Offre",Diesel,"(23000.0,)"
2016,65 000 - 69 999,Renault,Clio,6 CV,mont_fleuri_2,Diesel,"(98500.0,)"
1986,95 000 - 99 999,Renault,R9,el_massira,"Voitures, Offre",Essence,"(nan,)"
2012,80 000 - 84 999,Volkswagen,Polo,5 CV,"Voitures, Offre",Diesel,"(107000.0,)"
2018,20 000 - 24 999,Maserati,other,12 CV,alsace_lorraine,Diesel,"(nan,)"
2013,140 000 - 149 999,Volkswagen,PASSAT CC,8 CV,hay_dakhla,Diesel,"(220000.0,)"
1987,0 - 4 999,Volkswagen,GOLF 2,toute_la_ville,"Voitures, Offre",Diesel,"(38000.0,)"
1991,60 000 - 64 999,Mercedes-Benz,190,centre_ville,"Voitures, Offre",Diesel,"(58000.0,)"
2009,150 000 - 159 999,Ssangyong,Actyon,8 CV,"Voitures, Offre",Diesel,"(nan,)"
1992,300 000 - 349 999,Mercedes-Benz,190,10 CV,yacoub_el_mansour,Diesel,"(58000.0,)"
1989,25 000 - 29 999,Volkswagen,Jetta,6 CV,"Voitures, Offre",Diesel,"(33000.0,)"
2015,100 000 - 109 999,Fiat,500,5 CV,hay_dakhla,Diesel,"(108000.0,)"
2012,50 000 - 54 999,Kia,Picanto,6 CV,centre_ville,Essence,"(nan,)"
2004,200 000 - 249 999,Mercedes-Benz,Classe E,13 CV,al_mandar_al_jamil,Diesel,"(nan,)"
2014,35 000 - 39 999,Mercedes-Benz,Classe E,californie,"Voitures, Offre",Diesel,"(355000.0,)"
2015,85 000 - 89 999,Volkswagen,Touran,6 CV,toute_la_ville,Diesel,"(nan,)"
2005,200 000 - 249 999,Mercedes-Benz,220,"Voitures, Offre","
",Diesel,"(nan,)"
2011,60 000 - 64 999,Toyota,Aygo,6 CV,ain_chock,Essence,"(59000.0,)"
2014,70 000 - 74 999,Ford,Kuga,8 CV,"Voitures, Offre",Diesel,"(226000.0,)"
2019,0 - 4 999,Renault,Clio,6 CV,les_portes_de_marrakech,Essence,"(nan,)"
2013,120 000 - 129 999,Land Rover,Range Rover Sport,12 CV,autre_secteur,Diesel,"(265000.0,)"
2008,110 000 - 119 999,Dacia,Logan,6 CV,saies,Diesel,"(67000.0,)"
2012,160 000 - 169 999,Seat,Leon,6 CV,"Voitures, Offre",Diesel,"(nan,)"
2010,150 000 - 159 999,BMW,Serie 7,18 CV,"Voitures, Offre",Essence,"(120000.0,)"
2011,170 000 - 179 999,Volkswagen,Caddy,8 CV,"Voitures, Offre",Diesel,"(nan,)"
4,"2000 m²
","Maisons et Villas, Offre de location","
","
Sauvegarder l'annonce
","
",souissi,"(50000.0,)"
2015,100 000 - 109 999,Peugeot,301,7 CV,"Voitures, Offre",Diesel,"(86000.0,)"
2009,140 000 - 149 999,Hyundai,Veracruz,11 CV,hay_dakhla,Diesel,"(105000.0,)"
2007,5 000 - 9 999,Hyundai,Accent,6 CV,mhamid,Diesel,"(58000.0,)"
2014,100 000 - 109 999,Dacia,Dokker,6 CV,azli,Diesel,"(73000.0,)"
2013,180 000 - 189 999,Hyundai,i 20,7 CV,"Voitures, Offre",Essence,"(73000.0,)"
2015,160 000 - 169 999,Dacia,Logan,"Voitures, Offre","
",Essence,"(67000.0,)"
2014,75 000 - 79 999,Audi,other,quartier_des_hopitaux,"Voitures, Offre",Diesel,"(nan,)"
2014,100 000 - 109 999,Fiat,500,5 CV,hay_massira,Essence,"(83000.0,)"
2014,60 000 - 64 999,Mercedes-Benz,Classe CLA,hay_riad,"Voitures, Offre",Diesel,"(310000.0,)"
2012,45 000 - 49 999,Volkswagen,Touran,8 CV,al_qods,Diesel,"(142000.0,)"
2008,190 000 - 199 999,Mercedes-Benz,Classe A,8 CV,hay_dakhla,Diesel,"(90000.0,)"
2009,140 000 - 149 999,Hyundai,Tucson,8 CV,azli,Diesel,"(86000.0,)"
2007,200 000 - 249 999,Honda,Accord,9 CV,2_mars,Diesel,"(nan,)"
2009,160 000 - 169 999,Citroen,C5,8 CV,"Voitures, Offre",Diesel,"(nan,)"
2_mars,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Accessoires informatique et Gadgets, Offre","(799.0,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(119.0,)"
2019,90 000 - 94 999,Volkswagen,Tiguan,"Voitures, Offre","
",Diesel,"(273000.0,)"
2006,150 000 - 159 999,Dacia,Logan,lkhiam,"Voitures, Offre",Essence,"(42000.0,)"
2015,160 000 - 169 999,Volkswagen,Touareg,anfa,"Voitures, Offre",Diesel,"(148000.0,)"
al_irfane,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(nan,)"
2018,10 000 - 14 999,Volkswagen,Tiguan,ain_chock,"Voitures, Offre",Diesel,"(nan,)"
2015,95 000 - 99 999,Volkswagen,Tiguan,8 CV,hay_dakhla,Diesel,"(220000.0,)"
2016,90 000 - 94 999,BMW,Serie 6,12 CV,alsace_lorraine,Diesel,"(nan,)"
belvedere,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(200.0,)"
2005,200 000 - 249 999,Renault,Megane,6 CV,"Voitures, Offre",Diesel,"(nan,)"
2005,120 000 - 129 999,Kia,Opirus,20 CV,"Voitures, Offre",Essence,"(50000.0,)"
2009,85 000 - 89 999,Ford,Fiesta,"Voitures, Offre","
",Essence,"(55000.0,)"
2016,45 000 - 49 999,Fiat,500,5 CV,val_fleuri,Diesel,"(108000.0,)"
2010,150 000 - 159 999,Seat,Leon,8 CV,hay_qods,Diesel,"(nan,)"
2011,150 000 - 159 999,Ford,Focus,7 CV,autre_secteur,Diesel,"(109000.0,)"
4,"1000 m²
","Maisons et Villas, Offre de location","
","
Sauvegarder l'annonce
","
",hay_riad,"(28000.0,)"
1996,25 000 - 29 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,"(33000.0,)"
2017,35 000 - 39 999,Dacia,Duster,6 CV,les_portes_de_marrakech,Diesel,"(nan,)"
2006,250 000 - 299 999,Renault,Megane,6 CV,bab_el_khemis,Diesel,"(nan,)"
2014,90 000 - 94 999,Audi,A4,8 CV,laimoune,Diesel,"(208000.0,)"
2014,90 000 - 94 999,Peugeot,301,6 CV,les_portes_de_marrakech,Essence,"(nan,)"
2013,120 000 - 129 999,Peugeot,308,6 CV,"Voitures, Offre",Diesel,"(nan,)"
2016,15 000 - 19 999,Nissan,Qashqai,6 CV,hay_qods,Diesel,"(nan,)"
2012,85 000 - 89 999,Skoda,Yeti,8 CV,la_gironde,Diesel,"(145000.0,)"
2015,85 000 - 89 999,Seat,Leon,6 CV,riyad_extension,Diesel,"(158000.0,)"
4,"480 m²
","Locations de vacances, Offre de location","
","
Sauvegarder l'annonce
","
",la_hacienda,"(nan,)"
2016,70 000 - 74 999,Renault,Clio,6 CV,maarif,Diesel,"(105000.0,)"
2015,85 000 - 89 999,Porsche,Cayenne,quartier_des_hopitaux,"Voitures, Offre",Diesel,"(nan,)"
2006,170 000 - 179 999,Kia,Carens,8 CV,autre_secteur,Diesel,"(61000.0,)"
2010,170 000 - 179 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,"(75000.0,)"
2009,20 000 - 24 999,Citroen,C4,6 CV,"Voitures, Offre",Diesel,"(nan,)"
2014,85 000 - 89 999,Citroen,C4,"Voitures, Offre","
",Diesel,"(nan,)"
2011,100 000 - 109 999,mini,cooper,9 CV,hay_dakhla,Essence,"(158000.0,)"
2016,95 000 - 99 999,Peugeot,308,6 CV,yacoub_el_mansour,Diesel,"(nan,)"
2013,140 000 - 149 999,Dacia,Sandero,6 CV,"Voitures, Offre",Diesel,"(94000.0,)"
2013,250 000 - 299 999,Hyundai,Santa Fe,9 CV,oulfa,Diesel,"(200000.0,)"
2013,180 000 - 189 999,Hyundai,i 20,7 CV,"Voitures, Offre",Essence,"(73000.0,)"
2002,140 000 - 149 999,Honda,Civic,9 CV,"Voitures, Offre",Essence,"(46000.0,)"
2015,90 000 - 94 999,Dacia,Logan,6 CV,ain_sebaa,Diesel,"(78500.0,)"
2015,170 000 - 179 999,Volkswagen,Touareg,anfa,"Voitures, Offre",Diesel,"(148000.0,)"
2007,120 000 - 129 999,Chevrolet,Optra,9 CV,yacoub_el_mansour,Essence,"(nan,)"
2009,140 000 - 149 999,Ford,Focus,7 CV,"Voitures, Offre",Diesel,"(89000.0,)"
2012,140 000 - 149 999,Dacia,Logan,toute_la_ville,"Voitures, Offre",Essence,"(43000.0,)"
2009,0 - 4 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,"(60000.0,)"
1998,90 000 - 94 999,Fiat,Siena,6 CV,oulfa,Essence,"(26000.0,)"
2014,110 000 - 119 999,Audi,A3,8 CV,hay_dakhla,Diesel,"(272000.0,)"
2018,35 000 - 39 999,Fiat,Punto,5 CV,oulfa,Diesel,"(nan,)"
2008,0 - 4 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,"(45000.0,)"
"Pièces et Accessoires pour véhicules, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
","(80.0,)"
2015,25 000 - 29 999,Audi,A4,8 CV,lissasfa,Diesel,"(nan,)"
1999,300 000 - 349 999,Fiat,Siena,7 CV,"Voitures, Offre",Essence,"(nan,)"
2011,120 000 - 129 999,Volkswagen,Polo,5 CV,hay_riad,Diesel,"(82000.0,)"
2013,110 000 - 119 999,Hyundai,Santa Fe,9 CV,laimoune,Diesel,"(228000.0,)"
2016,150 000 - 159 999,Volkswagen,GOLF 7,azli,"Voitures, Offre",Diesel,"(nan,)"
1997,200 000 - 249 999,Fiat,Uno,toute_la_ville,"Voitures, Offre",Diesel,"(32000.0,)"
2012,95 000 - 99 999,Hyundai,Accent,"Voitures, Offre","
",Essence,"(85000.0,)"
2015,100 000 - 109 999,Ford,Focus,6 CV,massira,Diesel,"(nan,)"
"Equipements pour enfant et bébé, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
","(900.0,)"
2015,40 000 - 44 999,Citroen,DS5,8 CV,"Voitures, Offre",Diesel,"(210000.0,)"
2014,140 000 - 149 999,Peugeot,308,6 CV,"Voitures, Offre",Diesel,"(120000.0,)"
2016,70 000 - 74 999,Mercedes-Benz,Classe CLA,6 CV,ain_chock,Diesel,"(nan,)"
1999,170 000 - 179 999,Mitsubishi,canter,7 CV,"Voitures, Offre",Essence,"(30000.0,)"
2013,160 000 - 169 999,Hyundai,Santa Fe,9 CV,yacoub_el_mansour,Diesel,"(nan,)"
2015,80 000 - 84 999,Dacia,Logan,6 CV,toute_la_ville,Diesel,"(80000.0,)"
2013,90 000 - 94 999,Renault,Capture,6 CV,toute_la_ville,Diesel,"(125000.0,)"
1990,110 000 - 119 999,Peugeot,309,8 CV,agdal,Diesel,"(25000.0,)"
les_portes_de_marrakech,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(250.0,)"
1988,180 000 - 189 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,"(38000.0,)"
2014,75 000 - 79 999,Peugeot,301,6 CV,"Voitures, Offre",Diesel,"(103000.0,)"
2011,5 000 - 9 999,Dacia,Duster,9 CV,"Voitures, Offre",Essence,"(78000.0,)"
2015,70 000 - 74 999,Fiat,Punto,5 CV,yacoub_el_mansour,Diesel,"(nan,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(750.0,)"
1991,55 000 - 59 999,Mercedes-Benz,190,malabata,"Voitures, Offre",Diesel,"(57000.0,)"
2015,15 000 - 19 999,Volkswagen,GOLF 7,"Voitures, Offre","
",Diesel,"(250000.0,)"
2015,85 000 - 89 999,Volkswagen,Tiguan,8 CV,toute_la_ville,Diesel,"(nan,)"
centre,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(nan,)"
2013,150 000 - 159 999,Hyundai,i 10,"Voitures, Offre","
",Essence,"(52000.0,)"
1990,80 000 - 84 999,Citroen,AX,5 CV,"Voitures, Offre",Essence,"(21000.0,)"
2007,200 000 - 249 999,Ford,Mondeo,hay_mohammadi,"Voitures, Offre",Diesel,"(60000.0,)"
2012,80 000 - 84 999,Fiat,500,7 CV,ain_chock,Essence,"(80000.0,)"
2006,140 000 - 149 999,Citroen,C4,6 CV,"Voitures, Offre",Diesel,"(66000.0,)"
2010,200 000 - 249 999,Peugeot,Partner,7 CV,"Voitures, Offre",Diesel,"(nan,)"
2016,15 000 - 19 999,Maserati,other,12 CV,laimoune,Diesel,"(580000.0,)"
2008,140 000 - 149 999,Mercedes-Benz,Classe CLS,"Voitures, Offre","
",Diesel,"(143000.0,)"
2012,120 000 - 129 999,Peugeot,508,8 CV,massira_1,Essence,"(78000.0,)"
2016,90 000 - 94 999,Peugeot,508,8 CV,"Voitures, Offre",Diesel,"(160000.0,)"
2007,200 000 - 249 999,Mercedes-Benz,Classe B,"Voitures, Offre","
",Diesel,"(120000.0,)"
hay_saada,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(300.0,)"
2013,140 000 - 149 999,Renault,Clio,7 CV,centre_ville,Essence,"(63000.0,)"
2017,65 000 - 69 999,Peugeot,208,6 CV,yacoub_el_mansour,Diesel,"(nan,)"
2011,150 000 - 159 999,Chevrolet,Cruze,8 CV,guich_oudaya,Diesel,"(83000.0,)"
2001,200 000 - 249 999,Volkswagen,GOLF 4,8 CV,hay_riad,Diesel,"(85000.0,)"
2019,0 - 4 999,Smart,ForTwo,6 CV,maarif,Essence,"(210000.0,)"
2017,85 000 - 89 999,Peugeot,208,6 CV,autre_secteur,Diesel,"(100000.0,)"
"Voitures, Offre","-
","
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
","(nan,)"
1998,250 000 - 299 999,Mercedes-Benz,220,8 CV,toute_la_ville,Diesel,"(70000.0,)"
7,"265 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",park,"(1800000.0,)"
2007,250 000 - 299 999,Ford,Mondeo,hay_nassim,"Voitures, Offre",Diesel,"(60000.0,)"
2019,0 - 4 999,Volkswagen,GOLF 7,wilaya,"Voitures, Offre",Essence,"(nan,)"
2000,300 000 - 349 999,Mercedes-Benz,270,11 CV,massira_1,Diesel,"(34000.0,)"
1998,0 - 4 999,Honda,Civic,9 CV,"Voitures, Offre",Essence,"(42000.0,)"
2014,140 000 - 149 999,Volvo,S60,8 CV,laimoune,Diesel,"(185000.0,)"
2010,100 000 - 109 999,Renault,Megane,belvedere,"Voitures, Offre",Diesel,"(103000.0,)"
2017,50 000 - 54 999,Kia,Picanto,6 CV,hamria,Essence,"(nan,)"
2019,0 - 4 999,Mercedes-Benz,Classe GLE,wilaya,"Voitures, Offre",Diesel,"(nan,)"
2007,100 000 - 109 999,Audi,TT,11 CV,bourgogne,Essence,"(119000.0,)"
2014,140 000 - 149 999,Opel,Astra,7 CV,laimoune,Diesel,"(128000.0,)"
2_mars,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(220.0,)"
2014,65 000 - 69 999,Ford,Focus,6 CV,hassan,Diesel,"(nan,)"
1992,350 000 - 399 999,Mercedes-Benz,310D,10 CV,"Voitures, Offre",Diesel,"(120000.0,)"
hay_el_fath,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Matériels Professionnels, Offre","(900.0,)"
2019,0 - 4 999,Audi,Q5,wilaya,"Voitures, Offre",Diesel,"(nan,)"
2014,130 000 - 139 999,Renault,Kangoo,6 CV,laimoune,Diesel,"(105000.0,)"
2017,40 000 - 44 999,Skoda,Fabia,6 CV,massira_1,Essence,"(93000.0,)"
2009,200 000 - 249 999,Volkswagen,GOLF 5,8 CV,toute_la_ville,Diesel,"(92000.0,)"
1992,170 000 - 179 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,"(45000.0,)"
2_mars,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Stocks et Vente en gros, Offre","(15.0,)"
2008,110 000 - 119 999,Toyota,RAV 4,hay_riad,"Voitures, Offre",Diesel,"(113000.0,)"
2010,160 000 - 169 999,Volvo,C30,6 CV,2_mars,Diesel,"(88000.0,)"
2010,160 000 - 169 999,Audi,A6,12 CV,"Voitures, Offre",Diesel,"(125000.0,)"
1996,50 000 - 54 999,Mercedes-Benz,220,toute_la_ville,"Voitures, Offre",Diesel,"(50000.0,)"
2012,120 000 - 129 999,Peugeot,508,8 CV,2_mars,Diesel,"(125000.0,)"
2015,70 000 - 74 999,Hyundai,i 10,6 CV,"Voitures, Offre",Essence,"(69000.0,)"
2008,180 000 - 189 999,Honda,Accord,11 CV,2_mars,Essence,"(80000.0,)"
2017,30 000 - 34 999,Ford,Fusion,8 CV,hippodrome,Diesel,"(210000.0,)"
2016,55 000 - 59 999,Alfa Romeo,Mito,"Voitures, Offre","
",Diesel,"(127000.0,)"
2006,0 - 4 999,Peugeot,206,6 CV,"Voitures, Offre",Diesel,"(nan,)"
2014,90 000 - 94 999,Mercedes-Benz,Classe CLA,9 CV,quartier_des_hopitaux,Diesel,"(nan,)"
bourgogne,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(189.0,)"
2007,200 000 - 249 999,Renault,Megane,6 CV,yacoub_el_mansour,Diesel,"(70000.0,)"
2010,160 000 - 169 999,Audi,A3,6 CV,hay_riad,Diesel,"(145000.0,)"
2016,40 000 - 44 999,Renault,Megane,6 CV,"Voitures, Offre",Diesel,"(nan,)"
2015,95 000 - 99 999,Mitsubishi,pajero,10 CV,lissasfa,Diesel,"(nan,)"
2011,95 000 - 99 999,Opel,Astra,"Voitures, Offre","
",Diesel,"(99000.0,)"
2016,75 000 - 79 999,Nissan,Qashqai,6 CV,maarif,Diesel,"(195000.0,)"
hay_el_fath,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Meubles et Décoration, Offre","(320.0,)"
1997,25 000 - 29 999,Honda,Civic,9 CV,"Voitures, Offre",Essence,"(nan,)"
2015,250 000 - 299 999,Land Rover,Range Rover,18 CV,medina,Diesel,"(nan,)"
2009,200 000 - 249 999,Ford,Mondeo,11 CV,"Voitures, Offre",Essence,"(55000.0,)"
2011,180 000 - 189 999,Mercedes-Benz,Classe E,9 CV,centre_ville,Diesel,"(180000.0,)"
2012,170 000 - 179 999,Volkswagen,Caddy,"Voitures, Offre","
",Diesel,"(128000.0,)"
2008,250 000 - 299 999,Mercedes-Benz,Classe C,ain_borja,"Voitures, Offre",Diesel,"(165000.0,)"
2009,110 000 - 119 999,Honda,CR-V,11 CV,2_mars,Essence,"(nan,)"
2015,95 000 - 99 999,Nissan,Qashqai,6 CV,"Voitures, Offre",Diesel,"(nan,)"
2014,130 000 - 139 999,Hyundai,Santa Fe,9 CV,val_fleuri,Diesel,"(185000.0,)"
2013,95 000 - 99 999,Dacia,Duster,6 CV,"Voitures, Offre",Diesel,"(103000.0,)"
2015,60 000 - 64 999,Renault,CAPTUR,6 CV,route_de_safi,Diesel,"(145000.0,)"
2015,30 000 - 34 999,Ford,Kuga,8 CV,hay_inara,Diesel,"(nan,)"
2014,65 000 - 69 999,mini,country man,8 CV,autre_secteur,Diesel,"(nan,)"
2015,95 000 - 99 999,BMW,Serie 1,8 CV,hay_el_fath,Diesel,"(nan,)"
3,"76 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",el_houda,"(550000.0,)"
2015,65 000 - 69 999,Renault,Clio,"Voitures, Offre","
",Diesel,"(108000.0,)"
2015,10 000 - 14 999,Ford,Ka,7 CV,hay_riad,Essence,"(nan,)"
ain_chock,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(700.0,)"
2014,120 000 - 129 999,Honda,Accord,9 CV,laimoune,Diesel,"(175000.0,)"
2015,55 000 - 59 999,Audi,A6,8 CV,autre_secteur,Diesel,"(275000.0,)"
7,"250 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",toute_la_ville,"(3900000.0,)"
2016,70 000 - 74 999,Volkswagen,PASSAT CC,8 CV,quartier_des_hopitaux,Diesel,"(nan,)"
2012,90 000 - 94 999,Dacia,Sandero,targa,"Voitures, Offre",Diesel,"(72000.0,)"
2016,55 000 - 59 999,Volvo,S60,8 CV,maarif,Diesel,"(nan,)"
2008,170 000 - 179 999,Audi,A4,9 CV,belvedere,Diesel,"(150000.0,)"
2015,80 000 - 84 999,Hyundai,ix 35,7 CV,sidi_maarouf,Diesel,"(nan,)"
2008,20 000 - 24 999,Peugeot,Partner,hay_mohammadi,"Voitures, Offre",Diesel,"(47000.0,)"
2009,250 000 - 299 999,Mercedes-Benz,220,9 CV,"Voitures, Offre",Diesel,"(67000.0,)"
2011,70 000 - 74 999,Dacia,Duster,6 CV,agdal,Diesel,"(103000.0,)"
2003,190 000 - 199 999,Mercedes-Benz,220,8 CV,"Voitures, Offre",Diesel,"(10500.0,)"
2017,45 000 - 49 999,Peugeot,208,"Voitures, Offre","
",Diesel,"(nan,)"
7,"250 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",sidi_maarouf,"(3900000.0,)"
1999,160 000 - 169 999,Fiat,Palio,6 CV,"Voitures, Offre",Essence,"(28000.0,)"
1998,180 000 - 189 999,Peugeot,306,8 CV,"Voitures, Offre",Diesel,"(nan,)"
2010,120 000 - 129 999,Peugeot,Partner,7 CV,"Voitures, Offre",Diesel,"(54000.0,)"
2009,140 000 - 149 999,Seat,Leon,8 CV,guich_oudaya,Diesel,"(94000.0,)"
2010,200 000 - 249 999,Mercedes-Benz,220,toute_la_ville,"Voitures, Offre",Diesel,"(nan,)"
2011,150 000 - 159 999,Peugeot,207,6 CV,"Voitures, Offre",Diesel,"(83000.0,)"
2007,200 000 - 249 999,Seat,Leon,toute_la_ville,"Voitures, Offre",Diesel,"(80000.0,)"
2009,130 000 - 139 999,Peugeot,Partner,ain_sebaa,"Voitures, Offre",Diesel,"(57000.0,)"
